instance,hard_cvrp_q100_bellman_ms,hard_cvrp_q100_linear_ms,hard_cvrp_q200_bellman_ms,hard_cvrp_q200_linear_ms,hard_cvrp_q500_bellman_ms,hard_cvrp_q500_linear_ms,hard_cvrp_q1000_bellman_ms,hard_cvrp_q1000_linear_ms,hard_cvrp_q2000_bellman_ms,hard_cvrp_q2000_linear_ms,hard_cvrp_q5000_bellman_ms,hard_cvrp_q5000_linear_ms,hard_cvrp_q10000_bellman_ms,hard_cvrp_q10000_linear_ms,hard_cvrp_q20000_bellman_ms,hard_cvrp_q20000_linear_ms,hard_cvrp_q50000_bellman_ms,hard_cvrp_q50000_linear_ms,hard_cvrp_q100000_bellman_ms,hard_cvrp_q100000_linear_ms,hard_vrpspd_q100_bellman_ms,hard_vrpspd_q100_linear_ms,hard_vrpspd_q200_bellman_ms,hard_vrpspd_q200_linear_ms,hard_vrpspd_q500_bellman_ms,hard_vrpspd_q500_linear_ms,hard_vrpspd_q1000_bellman_ms,hard_vrpspd_q1000_linear_ms,hard_vrpspd_q2000_bellman_ms,hard_vrpspd_q2000_linear_ms,hard_vrpspd_q5000_bellman_ms,hard_vrpspd_q5000_linear_ms,hard_vrpspd_q10000_bellman_ms,hard_vrpspd_q10000_linear_ms,hard_vrpspd_q20000_bellman_ms,hard_vrpspd_q20000_linear_ms,hard_vrpspd_q50000_bellman_ms,hard_vrpspd_q50000_linear_ms,hard_vrpspd_q100000_bellman_ms,hard_vrpspd_q100000_linear_ms,hard_vrptw_q100_wf10_bellman_ms,hard_vrptw_q100_wf10_linear_ms,hard_vrptw_q200_wf20_bellman_ms,hard_vrptw_q200_wf20_linear_ms,hard_vrptw_q500_wf50_bellman_ms,hard_vrptw_q500_wf50_linear_ms,hard_vrptw_q1000_wf100_bellman_ms,hard_vrptw_q1000_wf100_linear_ms,hard_vrptw_q2000_wf200_bellman_ms,hard_vrptw_q2000_wf200_linear_ms,hard_vrptw_q5000_wf500_bellman_ms,hard_vrptw_q5000_wf500_linear_ms,hard_vrptw_q10000_wf1000_bellman_ms,hard_vrptw_q10000_wf1000_linear_ms,hard_vrptw_q20000_wf2000_bellman_ms,hard_vrptw_q20000_wf2000_linear_ms,hard_vrptw_q50000_wf5000_bellman_ms,hard_vrptw_q50000_wf5000_linear_ms,hard_vrptw_q100000_wf10000_bellman_ms,hard_vrptw_q100000_wf10000_linear_ms,hard_vrpspdtw_q100_wf10_bellman_ms,hard_vrpspdtw_q100_wf10_linear_ms,hard_vrpspdtw_q200_wf20_bellman_ms,hard_vrpspdtw_q200_wf20_linear_ms,hard_vrpspdtw_q500_wf50_bellman_ms,hard_vrpspdtw_q500_wf50_linear_ms,hard_vrpspdtw_q1000_wf100_bellman_ms,hard_vrpspdtw_q1000_wf100_linear_ms,hard_vrpspdtw_q2000_wf200_bellman_ms,hard_vrpspdtw_q2000_wf200_linear_ms,hard_vrpspdtw_q5000_wf500_bellman_ms,hard_vrpspdtw_q5000_wf500_linear_ms,hard_vrpspdtw_q10000_wf1000_bellman_ms,hard_vrpspdtw_q10000_wf1000_linear_ms,hard_vrpspdtw_q20000_wf2000_bellman_ms,hard_vrpspdtw_q20000_wf2000_linear_ms,hard_vrpspdtw_q50000_wf5000_bellman_ms,hard_vrpspdtw_q50000_wf5000_linear_ms,hard_vrpspdtw_q100000_wf10000_bellman_ms,hard_vrpspdtw_q100000_wf10000_linear_ms,soft_cvrp_alpha1_bellman_ms,soft_cvrp_alpha1_linear_ms,soft_vrpspd_alpha1_bellman_ms,soft_vrpspd_alpha1_linear_ms,soft_vrptw_alpha1_beta1_bellman_ms,soft_vrptw_alpha1_beta1_linear_ms,soft_vrpspdtw_alpha1_beta1_bellman_ms,soft_vrpspdtw_alpha1_beta1_linear_ms
wi29,0.000817428223671,0.000636159429187,0.00107911417675,0.000618755213013,0.00128688332613,0.00060028909923,0.00128478061729,0.000609423011059,0.00130704391402,0.000655043144417,0.0013728884996,0.00066185564281,0.00131840894409,0.000620605338447,0.00131362717422,0.000606229615529,0.00131411660659,0.000669305515211,0.00141039148236,0.000673752748911,0.000725301489697,0.000816644671726,0.00109243164116,0.000782448735915,0.0012883489567,0.000772833958942,0.00130781141901,0.000810307106393,0.00127479440774,0.0007855504425,0.00130973024796,0.000794293162486,0.00136583660224,0.000803658252365,0.00138698263917,0.000838878319022,0.00134133124443,0.00079425295025,0.00135680055575,0.00082131003879,0.00079002545462,0.000809117786513,0.00113370972496,0.000795729162439,0.00133799579335,0.000782954318576,0.00132006885472,0.000824568318303,0.0013210702783,0.00078186510794,0.0012987232252,0.000780378419211,0.0012826860472,0.000777136209304,0.00132426566305,0.00079571951926,0.00129485540997,0.000781566290108,0.00130195579604,0.000819580096333,0.000697296094933,0.000964442022626,0.00109498082689,0.00096986534403,0.00134058859883,0.000947119528259,0.00129390841467,0.000928485344802,0.00132257595215,0.000965541746163,0.00137396746448,0.00099335741894,0.00137875123743,0.000955102539809,0.00134524094586,0.000965473695186,0.00130712461342,0.000939014805432,0.00131507656376,0.000950720360817,0.000873705170233,0.000686438124186,0.000902838343183,0.00101814124063,0.00147826871082,0.00145450248065,0.00138829585636,0.00216652078775
dj38,0.000965919496486,0.000699966401613,0.00151900808871,0.000693688612893,0.00214647763373,0.000669273710862,0.00217858022069,0.000665036882946,0.00214549671418,0.000711666780533,0.00213346290552,0.000702003868037,0.00215541147842,0.000683922486961,0.00211910649994,0.000659565781463,0.00212246630585,0.000663600830828,0.00211587793948,0.000661634062475,0.000849502191716,0.000887215503543,0.0012579578333,0.000872702392775,0.00213717440181,0.000947285508725,0.00251821418858,0.00101850003463,0.00245764140626,0.000998526175365,0.00235745319871,0.000967237723819,0.0023669918907,0.000930551174215,0.00224135287789,0.000918915789638,0.00224629474053,0.000898697876647,0.00224260222331,0.000923331194283,0.000983527875147,0.000968194800794,0.0015583475922,0.000943270807118,0.00222648445136,0.000936625133586,0.00222021416186,0.000929610001106,0.00223659107734,0.000885901337267,0.00212683811801,0.000904693277315,0.00212297547751,0.000876191510931,0.00213801058314,0.000885293417224,0.00218483464096,0.000912214078186,0.00217371419628,0.00092192919215,0.000836921771326,0.00115263376288,0.00128776993241,0.00115852704871,0.00218944121137,0.00117070363901,0.00223236709044,0.00115058910162,0.00222625148602,0.00111053844403,0.00219153804178,0.00113601364124,0.00218176740614,0.00111436878252,0.00213722678282,0.00112196788482,0.00214244701729,0.00111649260547,0.00220334908726,0.00113576606853,0.00120675153348,0.000706547213204,0.0013408842846,0.00118201912507,0.00228542175173,0.00176206662015,0.0022044446012,0.00267694165076
eil51,0.00193140051646,0.000946158831683,0.00299357281844,0.000952892836826,0.00490600148161,0.000961476520263,0.00497978208474,0.000953999116597,0.00500810308648,0.000942132346984,0.00490337448883,0.000955561607446,0.00495951059598,0.000928810398218,0.00480461625683,0.000911661044763,0.00483308926233,0.000934714902893,0.00483110458375,0.000920533135971,0.00173050499597,0.00125393736332,0.00277677505345,0.0012671011134,0.00487327547137,0.00126820990903,0.00496576124739,0.00123830852178,0.00486861182382,0.00124139403585,0.00498308243513,0.00125139655716,0.00489841243406,0.00125568511436,0.00487892020062,0.00124085797884,0.00489810982509,0.00122823840084,0.00491898432812,0.00127631278342,0.00181728308909,0.00133271317747,0.00300143468147,0.00128086365988,0.00498768541702,0.00129295353254,0.00480545130396,0.00129267107209,0.00474723354965,0.00125467051098,0.00481311186623,0.0012641103011,0.00481996038,0.00127871315552,0.00478972224484,0.00128253469898,0.0047578456561,0.00123542659898,0.00483110056862,0.0012609761449,0.00159029791051,0.00161951087581,0.00276884611338,0.00165399870327,0.00486670592472,0.00156360986761,0.00488322761167,0.00154837266196,0.00488202584544,0.00159305333856,0.00495427229535,0.00157279600384,0.00490031312938,0.0015824327981,0.00495704718613,0.00161013385029,0.00496842084344,0.00159344266475,0.00501693214599,0.00163352679716,0.00259172158913,0.0013038455621,0.00311706435173,0.00169846526985,0.00562922119958,0.00264499448519,0.00534105827623,0.00403536998253
berlin52,0.000950434823932,0.000620333540938,0.00152938090723,0.000581780947838,0.00279325486165,0.000576458252029,0.00298365258384,0.000593835400868,0.00302388562478,0.000561772820195,0.00311372560009,0.000574236753219,0.00308949017233,0.000601295309059,0.0030139061351,0.000588156411964,0.00300645485211,0.000601707887668,0.00303556771131,0.000600180173908,0.000797102373452,0.000777055116519,0.00132420647007,0.000776145027355,0.00271687450757,0.000770188172374,0.00315918467925,0.000754009066205,0.00308833875336,0.000760078257657,0.00309735919419,0.000770945827179,0.00309867717736,0.000759941362924,0.0030961765316,0.000763292535388,0.0030809899837,0.000766838821982,0.00311185242351,0.000781958650027,0.000986224417339,0.000821944605865,0.00159555032924,0.000822110159473,0.00294468999838,0.000786654562675,0.00314959952882,0.000780084748407,0.00314694321976,0.000774868834078,0.00315664536983,0.000777940107947,0.00318598805257,0.000781949037304,0.00318911428817,0.000807306446261,0.00316393935367,0.000779960019249,0.00319917717328,0.000787013025853,0.000846628348306,0.00103753270819,0.00135599103961,0.00104609623039,0.00280794534626,0.00102131484073,0.00324147655445,0.00101713670202,0.00328465803459,0.00103560724842,0.00329591275086,0.000986817110225,0.00320470000833,0.00100161159144,0.00319105483509,0.00103684533585,0.00331341532915,0.00102865945234,0.00348521400914,0.00108673789864,0.00173678351167,0.000822791319552,0.00212163985624,0.00122977122612,0.00393719388318,0.00195874115875,0.00348086395043,0.0026516152298
st70,0.0015056726216,0.000923044048541,0.00244813513679,0.000871254693885,0.004934134307,0.000848890669673,0.00667232923876,0.000882352525952,0.00666348819233,0.000889378244563,0.00666932326715,0.000835015193101,0.00667706504103,0.00088346725211,0.00673280952285,0.000857704285863,0.00667610890058,0.000883605321778,0.00674246531009,0.000869656077455,0.00127586822833,0.00119008374619,0.00218423811666,0.00119805244594,0.00482183326101,0.00116993253006,0.00680118884068,0.00118570795065,0.00677658284034,0.00115987079039,0.00677046194677,0.00112501631274,0.00672478884226,0.00116019106026,0.00675388854744,0.00113525547222,0.00669611158356,0.00113728881989,0.00674905682025,0.00115025294062,0.0014684733766,0.00121237397373,0.00250226329262,0.0011799187272,0.00502835477918,0.00116361721686,0.00681874467287,0.0011830511362,0.00684457433848,0.00117377897764,0.00679954987115,0.00114519727168,0.006770808366,0.00114090912202,0.00672992307744,0.00116954413509,0.00675814016355,0.0011716555711,0.00678489961801,0.00119246220789,0.00124484013763,0.0015190434887,0.00223310213306,0.00150689629711,0.00491867511362,0.00148894090251,0.00692329687067,0.00147147691991,0.00699669756865,0.0014617703208,0.00678691217092,0.00140733078606,0.00676166552846,0.00140815717287,0.00684612646165,0.00142836125542,0.00682695813052,0.00144296396342,0.00681341554814,0.00144691915355,0.00316107526814,0.00117414715821,0.00387057594055,0.00154479042601,0.00752790972531,0.00251915185195,0.00684627391915,0.00368787062989
eil76,0.0022040364724,0.00119927755664,0.00367741698231,0.00116197866375,0.00753716167836,0.00115790729099,0.0108264315177,0.00121408729773,0.0105936735278,0.00122924723358,0.0107451486042,0.00116596999959,0.0107486026914,0.00119526007664,0.0106448271824,0.00120848424205,0.0104250135524,0.00115096254998,0.0103945636921,0.00116680376597,0.0019146599475,0.00168951907888,0.00329988252453,0.00171071350367,0.00749781440022,0.0016818764359,0.0107866935614,0.00165568670434,0.0107308509497,0.00165321227411,0.0108046740786,0.00165092509588,0.0108136489468,0.00167624641493,0.0105893577593,0.00165976647109,0.0107399233173,0.00167729399076,0.0107036402753,0.00165282426346,0.00217945169354,0.00172256730918,0.00379699051134,0.00176388661054,0.00779594923288,0.00172651980919,0.010560931048,0.00172653894895,0.0104764229516,0.00165392376088,0.0106952299465,0.0016629638006,0.0105521589566,0.00165882210478,0.0107057318431,0.00172884629016,0.0107144602066,0.00176769192696,0.0105958337307,0.00172950409979,0.00195796254418,0.00211560252179,0.0034054794054,0.00210237736833,0.00759737891738,0.00206541158489,0.0110629923002,0.00203483429344,0.0108298100457,0.00203964249146,0.0108521617398,0.00207093361829,0.0109261395918,0.00205237243992,0.0108601867941,0.00199576897823,0.010767529503,0.00202845713984,0.0109263565044,0.00200736300751,0.00530000529998,0.00172713063153,0.00656571267243,0.00233111877271,0.0127454754015,0.00374975720419,0.0118462713973,0.00554257241356
pr76,0.00217269407008,0.00110643924222,0.00349629917103,0.00108621142867,0.00626425743567,0.00107833918512,0.00941842241582,0.00109694938681,0.0093145707393,0.00108895195118,0.00923577926576,0.0010247256041,0.00908921024168,0.00104198360335,0.00960721113662,0.0010965463246,0.00930172918973,0.00108675915702,0.00910251228837,0.00106304607348,0.00146239812579,0.0014509801361,0.0024598515727,0.00150314834105,0.00541773982956,0.00144415176302,0.00886159135821,0.00145554475218,0.00929979540593,0.00141824458195,0.00911265013031,0.0013970948809,0.00920791322523,0.00141866793022,0.00916994644757,0.00138979943824,0.00924890401583,0.00143537304628,0.00928597827096,0.00143559434205,0.00200238884751,0.00153815307992,0.00321041716161,0.00149353374565,0.00620437159148,0.00151570189811,0.00951049948644,0.00151889351645,0.00946394738087,0.00146362671702,0.00912880668955,0.00147251480244,0.00950172931474,0.00145868280942,0.00939156077724,0.00143679193098,0.00921812835309,0.001443002886,0.0091479865342,0.0014744217318,0.00146652871534,0.00179794027962,0.00252833885775,0.00182266889761,0.00547300729,0.00174270069813,0.00902044921523,0.00175766076444,0.0098397307855,0.00175620995841,0.00964592798372,0.00168270052702,0.00950060328529,0.00173023724989,0.00939078581624,0.00171803594131,0.00933538088125,0.00177508595854,0.0093423112855,0.00173431657521,0.00422893257833,0.00120908432508,0.00537416431996,0.00194423360332,0.0102990957403,0.00329612672923,0.00935482422496,0.00449915191326
rat99,0.00255466596499,0.00125887823878,0.00473953514825,0.00130976717625,0.0108866486675,0.00127124730972,0.0161235529328,0.00127193612846,0.0168549806169,0.00128124275298,0.0169065242016,0.0012847686969,0.0166716236267,0.00128393731824,0.0167887818145,0.0012892608546,0.0169540545581,0.0012796331036,0.0167557514117,0.00132446604205,0.00226402108256,0.0018034171079,0.00428403005663,0.001797867731,0.0105457948853,0.00184029547784,0.0167961637946,0.00178950278715,0.0170654459197,0.00180142528769,0.0171047311166,0.00174958709786,0.0171970937231,0.00176355200181,0.0169232878103,0.00174796755073,0.0169965497315,0.00176903168513,0.0169550356053,0.00174609834714,0.00262410714754,0.00185072613167,0.00486214390945,0.00185519649294,0.0111151631691,0.00177892439223,0.0169446929646,0.00186197227156,0.0172265249522,0.00179215824025,0.017402199638,0.00183675980876,0.0171541984733,0.00177576366717,0.017295157385,0.00183240979972,0.0170850489484,0.00177036448228,0.017044263776,0.00179173116892,0.00216735191041,0.0023096868071,0.00431928559088,0.0022055672818,0.00992687890249,0.00221284420723,0.016510740172,0.00216341074001,0.0171195281872,0.00218804495995,0.0173887043767,0.0021564969863,0.0172381962042,0.00216133466471,0.017194363727,0.00216617350166,0.0168896620446,0.00222091435044,0.0173548879749,0.00219404537277,0.00761645911878,0.00178393710564,0.00980704730896,0.0025006126501,0.0184262865987,0.00404647775049,0.0169393908595,0.00576498022622
kroA100,0.00271657462016,0.00132123175548,0.00495533763125,0.00129415959301,0.0110774863194,0.00130339142109,0.0164462626429,0.00130997731119,0.0168366529169,0.00128119715062,0.0171180095517,0.00128006026518,0.0169791496876,0.00122762198573,0.016982609877,0.00124733849149,0.0168509537611,0.00123981616024,0.0172123653138,0.00130853913383,0.00221953904613,0.00185881047401,0.00397130341889,0.00181542419159,0.00949718410181,0.00180866822333,0.0158867600801,0.00178061092761,0.0173882213837,0.00178308741586,0.0171682289521,0.00177338785904,0.0173004169334,0.00176700163094,0.0172467274891,0.00177961770291,0.0171180800438,0.00177847197398,0.01754543381,0.00178629023615,0.00276673177696,0.00188948407637,0.00514685401065,0.00186474461416,0.0115987983669,0.00193465508969,0.0174263309227,0.00195157560299,0.0179499919226,0.0018716971597,0.0174191328886,0.00180366396297,0.0174172254637,0.00183185441916,0.0173889198025,0.00185235452548,0.0176123566812,0.00181421363817,0.0175901671064,0.00178112153661,0.0021763353994,0.00232698456283,0.00396147081194,0.00225538585064,0.00952065501976,0.00221260429643,0.0161702402898,0.00220164903513,0.0176573613024,0.00220675265638,0.0174786150001,0.00215183303531,0.0174298886236,0.00216152404585,0.0175435598751,0.00215671773769,0.0172802661137,0.00215939562896,0.0172827589783,0.00213812272824,0.00770709281624,0.00147725980125,0.0102568284152,0.002504437855,0.0179138168855,0.0043106878982,0.0171433004183,0.00574105118122
kroB100,0.00281291859703,0.00131650925636,0.00524582828426,0.00130103302022,0.0120254458434,0.00132192906271,0.0171201999623,0.00128086566025,0.0171237349955,0.00130239536556,0.0168317848246,0.00129867431326,0.0169853757962,0.0013204715135,0.0169677786073,0.00129788172935,0.0170737066758,0.00130367348748,0.0175537221998,0.0012920640294,0.00202104920644,0.00182691478556,0.00356980380398,0.00184362227167,0.00884146449286,0.00182202163829,0.0154772561948,0.00179875058909,0.0175946759096,0.00177488472147,0.0174008943952,0.00178024004757,0.0173662886616,0.00176718274242,0.0176966270263,0.00181206397298,0.0175562851124,0.00182610410599,0.0176034713421,0.0018050671846,0.00282597404065,0.00186579534111,0.00507123550263,0.0018696744713,0.0117062335382,0.00181899391547,0.0173478939699,0.00185725349628,0.0175431994807,0.00179281832834,0.0173040664475,0.00173608572088,0.017084533511,0.00177772089071,0.0172346310946,0.00179414677556,0.0174480406183,0.00179913713383,0.0173558263043,0.00183491288751,0.0020160904014,0.00235707854257,0.00355850514914,0.00227977612621,0.00884747892097,0.00223816632609,0.0155745234239,0.00217289018007,0.0175234198398,0.00219576043423,0.0174127285391,0.00214961306965,0.0173243247925,0.00213269636802,0.017262087656,0.00214047724033,0.0172344202399,0.00214815141015,0.0174477963499,0.00217399338671,0.00792261984931,0.00163548240959,0.0101047047411,0.00250065266969,0.0188456203829,0.00446654339019,0.0181651377813,0.00568524403764
